;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
22;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0075;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.0;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
28;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
29;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.075;0.12;0.09;0.0375;0.0;0.0;0.0525;0.0225;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0075;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
31;0.0375;0.0075;0.0;0.015;0.0075;0.015;0.0075;0.0075;0.045;0.0;0.0;0.045;0.03;0.0;0.0375;0.0;0.0;0.0075;0.015;0.0075;0.0;0.0225;0.0075;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
32;0.09;0.015;0.0525;0.0825;0.0;0.0;0.0075;0.015;0.0;0.0;0.0;0.0;0.0075;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
33;0.0525;0.0;0.0;0.0;0.06;0.03;0.0225;0.0525;0.0;0.0675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
34;0.0375;0.015;0.03;0.015;0.0;0.0375;0.015;0.0;0.0075;0.0;0.0075;0.0075;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.015;0.015;0.0075;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
35;0.09;0.0;0.0;0.015;0.0;0.06;0.015;0.015;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
36;0.045;0.0225;0.0;0.0075;0.0225;0.0;0.0225;0.0;0.0;0.0375;0.015;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
37;0.015;0.0075;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
38;0.0;0.0075;0.0;0.0;0.045;0.0;0.0;0.0;0.0;0.0;0.0225;0.0;0.0075;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
39;0.0225;0.0375;0.0;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
40;0.0075;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
41;0.0075;0.0;0.045;0.0075;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
42;0.0;0.0075;0.0;0.0;0.0;0.0075;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002
43;0.0075;0.015;0.015;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002;0.002
44;0.0075;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0075;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002;0.002
45;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0225;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002;0.002
46;0.0;0.0;0.0;0.0;0.0;0.03;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002;0.002
47;0.015;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002;0.002
48;0.0;0.015;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0;0.002
49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0225;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0
