database,meangrade,gammaminusbeta,sum_coop,sum_comp,Modularity_eig,Modularity_opt,Modularity_greedy,Struc_Stab
0.0,0.0531102588803834,0.003110258880383441,0.028110258880383383,0.02499999999999999,0.023914931796734266,1.0,0.02355925962995796,1.198667
1.0,0.09694582703910376,0.0469458270391037,0.07194582703910374,0.02499999999999999,0.015295221826298045,1.0,0.017110531365024675,20.32642
2.0,0.04547049292219822,-0.004529507077801824,0.020470492922198217,0.02499999999999999,0.03030833536094448,1.0,0.022878376961590133,0.7379054
3.0,0.04874576588690371,-0.0012542341130963308,0.023745765886903705,0.02499999999999999,0.02361404809998737,1.0,0.02609755712662543,0.9227254
4.0,0.06633121040580646,0.016331210405806474,0.041331210405806444,0.02499999999999999,0.023349790976513983,1.0,0.028339278636543758,2.779792
5.0,0.05512918637613136,0.0051291863761314,0.030129186376131347,0.02499999999999999,0.024084327867250434,1.0,0.026892988208687213,1.382714
6.0,0.06160027476007444,0.011600274760074428,0.036600274760074415,0.02499999999999999,0.0282884176879465,1.0,0.019335427559744,2.055941
7.0,0.07990758491243963,0.02990758491243966,0.05490758491243961,0.02499999999999999,0.00981151762877839,1.0,0.017244207040766,6.657337
8.0,0.041281258939080974,-0.008718741060919086,0.01628125893908098,0.02499999999999999,0.061408736326044114,1.0,0.03700301614829074,0.5696902
9.0,0.09377791456834222,0.043777914568342166,0.06877791456834222,0.02499999999999999,0.012726569897975937,1.0,0.015125527412055443,16.36705
10.0,0.0435701381457439,-0.006429861854256131,0.018570138145743896,0.02499999999999999,0.04631953964325914,1.0,0.027494406760549987,0.6533438
11.0,0.05487442759759423,0.004874427597594178,0.029874427597594237,0.02499999999999999,0.025702097590520848,1.0,0.022724187383824968,1.339394
12.0,0.07560893823575254,0.02560893823575256,0.050608938235752535,0.02499999999999999,0.016565656565656582,1.0,0.02235445362718091,5.030347
13.0,0.0658228425963399,0.01582284259633994,0.04082284259633989,0.02499999999999999,0.021881061366897686,1.0,0.023353032512898674,2.709403
14.0,0.05611270346441171,0.006112703464411666,0.0311127034644117,0.02499999999999999,0.032314080504160694,1.0,0.02450729495671789,1.452502
15.0,0.03053223281217613,-0.019467767187823882,0.0055322328121761325,0.02499999999999999,0.34104104779908184,1.0,0.09666149068322985,0.2908395
16.0,0.0560026517120642,0.006002651712064235,0.03100265171206422,0.02499999999999999,0.026999223741994864,1.0,0.023718994602131845,1.4363
17.0,0.07883722477123113,0.02883722477123115,0.053837224771231124,0.02499999999999999,0.017983208476277154,1.0,0.015261441340521365,6.202833
18.0,0.07233299810724092,0.02233299810724091,0.04733299810724092,0.02499999999999999,0.023594596424169067,1.0,0.02038935216598002,4.027387
19.0,0.07359896513537832,0.023598965135378337,0.04859896513537831,0.02499999999999999,0.017029298036882787,1.0,0.024602914931588324,4.442491
20.0,0.04367718500618085,-0.006322814993819179,0.018677185006180853,0.02499999999999999,0.03166162010172722,1.0,0.018258204356032925,0.6576126
