database,meangrade,gammaminusbeta,sum_coop,sum_comp,Modularity_eig,Modularity_opt,Modularity_greedy,Struc_Stab
385.0,0.08230798039870409,-0.007692019601295908,0.037307980398704074,0.04500000000000001,0.05393378426486295,0.05393378426486295,0.05393378426486295,0.7752129
386.0,0.12232386358508787,0.032323863585087764,0.07732386358508783,0.04500000000000001,0.03526399999999999,0.042527999999999955,0.03939199999999997,2.12823
387.0,0.16296623017985903,0.072966230179859,0.11796623017985905,0.04500000000000001,0.01668595679012347,0.03317901234567902,0.01244212962962965,6.149552
388.0,0.16811481919338683,0.07811481919338678,0.12311481919338682,0.04500000000000001,0.03550535077288944,0.04385255648038047,0.03980975029726516,7.128673
389.0,0.11943889936737988,0.029438899367379978,0.07443889936737991,0.04500000000000001,0.038143860561914635,0.038273933402705504,0.04237122788761709,1.99217
390.0,0.09327116930935214,0.0032711693093522066,0.04827116930935213,0.04500000000000001,0.07908163265306123,0.10032684948979596,0.0936304209183674,1.039581
391.0,0.1162122661516664,0.02621226615166643,0.07121226615166638,0.04500000000000001,0.02469093641144729,0.035687453042824904,0.0342872754593265,1.785574
392.0,0.09447567435858098,0.004475674358580939,0.04947567435858097,0.04500000000000001,0.056386561202913285,0.06519696139086853,0.06519696139086853,1.050219
393.0,0.13342945970092682,0.04342945970092673,0.08842945970092682,0.04500000000000001,0.016916050718105875,0.043777417222522694,0.025990024637942425,2.80749
394.0,0.15696698824102734,0.06696698824102736,0.11196698824102733,0.04500000000000001,0.03030381450235492,0.03925780239118054,0.017053982713110073,5.162026
395.0,0.12165622828470612,0.031656228284706066,0.07665622828470611,0.04500000000000001,0.022977694168234343,0.0387664606288632,0.04084923407686103,2.131254
396.0,0.15312713768737196,0.06312713768737196,0.10812713768737196,0.04500000000000001,0.04616655122808888,0.03503116841600515,0.02866428685598596,4.77983
397.0,0.14887387306085248,0.0588738730608525,0.10387387306085245,0.04500000000000001,0.010110294117647033,0.031493295847750874,0.02500540657439443,4.242264
398.0,0.09490695701612686,0.004906957016126779,0.04990695701612685,0.04500000000000001,0.04381705693476388,0.05141357976348969,0.05141357976348969,1.072768
399.0,0.11582457201129873,0.025824572011298664,0.07082457201129873,0.04500000000000001,0.04661566832866608,0.04463492930810742,0.03411652209548527,1.818316
400.0,0.09917402918535498,0.009174029185354992,0.05417402918535498,0.04500000000000001,0.09508506616257084,0.048052930056710776,0.08079395085066166,1.195163
401.0,0.12270885036414012,0.03270885036414004,0.07770885036414009,0.04500000000000001,0.04377600000000002,0.070112,0.016511999999999995,2.096222
402.0,0.1203927027588012,0.030392702758801172,0.0753927027588012,0.04500000000000001,0.03466809997312556,0.036717280300994345,0.03456732061273853,2.034595
403.0,0.17144027109711307,0.08144027109711302,0.12644027109711303,0.04500000000000001,0.030068479938271636,0.0394241898148148,0.026306905864197566,7.672014
404.0,0.12997730328763912,0.03997730328763902,0.0849773032876391,0.04500000000000001,0.03190350214159744,0.05344545225497607,0.06056311413454274,2.615458
405.0,0.10028919131117509,0.010289191311175028,0.05528919131117509,0.04500000000000001,0.06718336483931948,0.04691871455576557,0.040793950850661606,1.212495
406.0,0.1141990722775226,0.024199072277522583,0.06919907227752257,0.04500000000000001,0.03906836964688208,0.04746943514787243,0.04746943514787243,1.71881
407.0,0.057482018608596766,-0.03251798139140334,0.012482018608596775,0.04500000000000001,0.4473684210526315,0.3297506925207756,0.15689750692520776,0.4297651
408.0,0.17710217581604382,0.08710217581604382,0.13210217581604383,0.04500000000000001,0.03206511540626759,0.036334209044849,0.012033214486770527,9.078005
409.0,0.1675460025810178,0.07754600258101778,0.12254600258101778,0.04500000000000001,0.02710275738940683,0.026036500694306713,0.017704820472128582,6.979226
410.0,0.10753517313575614,0.017535173135756033,0.0625351731357561,0.04500000000000001,0.05113594857184592,0.04708159836364961,0.04708159836364961,1.477176
411.0,0.13244993637700908,0.04244993637700913,0.08744993637700908,0.04500000000000001,0.04206708413416819,0.049693099386198786,0.049693099386198786,2.73174
412.0,0.1367993123302259,0.04679931233022581,0.0917993123302259,0.04500000000000001,0.041717529296875,0.049652099609375,0.0443115234375,3.073752
413.0,0.1059741086012869,0.01597410860128683,0.060974108601286894,0.04500000000000001,0.05266540642722116,0.045708884688090715,0.04192816635160679,1.398214
414.0,0.12600831159923834,0.03600831159923832,0.08100831159923834,0.04500000000000001,0.03337599999999999,0.037599999999999995,0.030496000000000037,2.314621
415.0,0.12868128942594914,0.038681289425949214,0.08368128942594913,0.04500000000000001,0.048544000000000025,0.048544000000000045,0.04617600000000003,2.517192
416.0,0.15620351235007987,0.06620351235007985,0.11120351235007986,0.04500000000000001,0.08434256055363329,0.0390084342560554,0.025005406574394456,5.145472
417.0,0.07883714319233996,-0.011162856807660049,0.03383714319233998,0.04500000000000001,0.0986116055535778,0.11258454966180133,0.08575115699537207,0.731988
418.0,0.1252009764549811,0.03520097645498108,0.0802009764549811,0.04500000000000001,0.03516799999999997,0.05276799999999998,0.05276799999999998,2.37832
419.0,0.12004805566334861,0.030048055663348627,0.07504805566334864,0.04500000000000001,0.023973772283313988,0.037907246772761416,0.037463288026774094,2.019987
420.0,0.10894273028364124,0.018942730283641306,0.06394273028364122,0.04500000000000001,0.042296734604426886,0.03374972605741833,0.03342099495945648,1.553888
421.0,0.12851722333023488,0.038517223330234884,0.0835172233302349,0.04500000000000001,0.03732048374905521,0.043934240362811794,0.028565129755605975,2.526265
422.0,0.1323798157189398,0.042379815718939805,0.0873798157189398,0.04500000000000001,0.037919999999999995,0.03375999999999997,0.04166399999999995,2.784308
423.0,0.10606940771958957,0.016069407719589535,0.06106940771958956,0.04500000000000001,0.0254820415879017,0.04688090737240075,0.03822306238185251,1.43792
424.0,0.08975945094712523,-0.00024054905287478333,0.04475945094712524,0.04500000000000001,0.04852285161181716,0.05862301153101586,0.043556939651544446,0.95697
425.0,0.10105212572985948,0.01105212572985952,0.05605212572985948,0.04500000000000001,0.03246143002584384,0.04444357428146288,0.032931318035868115,1.24838
426.0,0.13239687209522694,0.04239687209522698,0.08739687209522692,0.04500000000000001,0.03772799999999993,0.03478400000000004,0.038591999999999994,2.770207
427.0,0.11973941647339115,0.029739416473391067,0.07473941647339115,0.04500000000000001,0.06102725223686904,0.08319103886346564,0.054675227101973894,1.97725
